condition,task,day,group,freq_hz,power_uV2_per_Hz
baseline,ColorCounting,7,all,11.0,0.3308909027676505
baseline,ColorCounting,7,all,11.5,0.2098626202438972
baseline,ColorCounting,7,all,12.0,0.1357155237420343
baseline,ColorCounting,7,all,12.5,0.105652352548238
baseline,ColorCounting,7,all,13.0,0.222940572878288
baseline,ColorCounting,7,all,13.5,0.2236618543883389
baseline,ColorCounting,7,all,14.0,0.1051594158773962
baseline,ColorCounting,7,all,14.5,0.1305243408421452
baseline,ColorCounting,7,all,15.0,0.2346874372263716
baseline,ColorCounting,7,all,15.5,0.1069921206086102
baseline,ColorCounting,7,all,16.0,0.0914930052845632
baseline,ColorCounting,7,all,16.5,0.0923448533612781
baseline,ColorCounting,7,all,17.0,0.2358795620738079
baseline,ColorCounting,7,all,17.5,0.18088331816977
baseline,ColorCounting,7,all,18.0,0.1157659527008006
baseline,ColorCounting,7,all,18.5,0.0897777436818361
baseline,ColorCounting,7,all,19.0,0.0965323543131151
baseline,ColorCounting,7,all,19.5,0.1252173818803756
baseline,ColorCounting,7,all,20.0,0.2293884227601179
baseline,ColorCounting,7,all,20.5,0.1508010989247575
baseline,ColorCounting,7,all,21.0,0.1177761566660876
baseline,ColorCounting,7,all,21.5,0.1494921580900859
baseline,ColorCounting,7,all,22.0,0.1529592672166458
baseline,ColorCounting,7,all,22.5,0.0750069653545125
baseline,ColorCounting,7,all,23.0,0.1683824445367936
baseline,ColorCounting,7,all,23.5,0.1370521506861219
baseline,ColorCounting,7,all,24.0,0.0539448243509335
baseline,ColorCounting,7,all,24.5,0.0774441626067246
baseline,ColorCounting,7,all,25.0,0.1113378882164715
baseline,ColorCounting,7,all,25.5,0.0801010696806526
baseline,ColorCounting,7,all,26.0,0.0506131012006282
baseline,ColorCounting,7,all,26.5,0.0318701099095329
baseline,ColorCounting,7,all,27.0,0.046610715424882
baseline,ColorCounting,7,all,27.5,0.0723277681056367
baseline,ColorCounting,7,all,28.0,0.0385818529965395
baseline,ColorCounting,7,all,28.5,0.084949905373974
baseline,ColorCounting,7,all,29.0,0.1266762590625033
baseline,ColorCounting,7,all,29.5,0.1240408195362193
baseline,ColorCounting,7,all,30.0,0.0388662851081012
baseline,ColorCounting,7,all,30.5,0.0464779261281902
baseline,ColorCounting,7,all,31.0,0.0481204558227296
baseline,ColorCounting,7,all,31.5,0.0339944177148464
baseline,ColorCounting,7,all,32.0,0.0538204794923479
baseline,ColorCounting,7,all,32.5,0.0326472122503573
baseline,ColorCounting,7,all,33.0,0.0260158788034961
baseline,ColorCounting,7,all,33.5,0.0285667806159138
baseline,ColorCounting,7,all,34.0,0.0320651240783856
baseline,ColorCounting,7,all,34.5,0.0178849848738747
baseline,ColorCounting,7,all,35.0,0.0151288915326306
baseline,ColorCounting,7,all,35.5,0.0246694593862181
baseline,ColorCounting,7,all,36.0,0.0273003001002628
baseline,ColorCounting,7,all,36.5,0.0152364480319173
baseline,ColorCounting,7,all,37.0,0.01638131288954
baseline,ColorCounting,7,all,37.5,0.0169765783154617
baseline,ColorCounting,7,all,38.0,0.0085021180819897
baseline,ColorCounting,7,all,38.5,0.004788293046825
baseline,ColorCounting,7,all,39.0,0.0087834414802363
baseline,ColorCounting,7,all,39.5,0.0060830481682664
baseline,ColorCounting,7,all,40.0,0.0048064079370222
baseline,ColorCounting,1,frontopolar,0.5,1.2922697155235765
baseline,ColorCounting,1,frontopolar,1.0,28.21521076443123
baseline,ColorCounting,1,frontopolar,1.5,67.49082989023758
baseline,ColorCounting,1,frontopolar,2.0,61.90007809430293
baseline,ColorCounting,1,frontopolar,2.5,45.78431015554899
baseline,ColorCounting,1,frontopolar,3.0,36.817299965228045
baseline,ColorCounting,1,frontopolar,3.5,23.8928823625626
baseline,ColorCounting,1,frontopolar,4.0,16.132373911115764
baseline,ColorCounting,1,frontopolar,4.5,4.975266727213576
baseline,ColorCounting,1,frontopolar,5.0,5.430445331571906
baseline,ColorCounting,1,frontopolar,5.5,3.616784806027741
baseline,ColorCounting,1,frontopolar,6.0,3.177884312702845
baseline,ColorCounting,1,frontopolar,6.5,1.7296111385468134
baseline,ColorCounting,1,frontopolar,7.0,3.4002433145100275
baseline,ColorCounting,1,frontopolar,7.5,1.4285674519188185
baseline,ColorCounting,1,frontopolar,8.0,1.794736645277041
baseline,ColorCounting,1,frontopolar,8.5,0.6867152945614062
baseline,ColorCounting,1,frontopolar,9.0,1.0610925415861336
baseline,ColorCounting,1,frontopolar,9.5,0.7113499761072859
baseline,ColorCounting,1,frontopolar,10.0,1.0427491186889772
baseline,ColorCounting,1,frontopolar,10.5,0.7169403046075058
baseline,ColorCounting,1,frontopolar,11.0,0.5147634944410577
baseline,ColorCounting,1,frontopolar,11.5,0.4377519720930762
baseline,ColorCounting,1,frontopolar,12.0,0.422391252905159
baseline,ColorCounting,1,frontopolar,12.5,0.2585745563587018
baseline,ColorCounting,1,frontopolar,13.0,0.256983981263036
baseline,ColorCounting,1,frontopolar,13.5,0.3073094335292491
baseline,ColorCounting,1,frontopolar,14.0,0.1909526701038285
baseline,ColorCounting,1,frontopolar,14.5,0.1991899714188857
baseline,ColorCounting,1,frontopolar,15.0,0.2492327091112965
baseline,ColorCounting,1,frontopolar,15.5,0.1543359193720743
baseline,ColorCounting,1,frontopolar,16.0,0.1567678847504664
baseline,ColorCounting,1,frontopolar,16.5,0.1808441150592173
baseline,ColorCounting,1,frontopolar,17.0,0.3223096621634725
baseline,ColorCounting,1,frontopolar,17.5,0.2930443883985414
baseline,ColorCounting,1,frontopolar,18.0,0.3600641577475739
baseline,ColorCounting,1,frontopolar,18.5,0.3270338974304966
baseline,ColorCounting,1,frontopolar,19.0,0.2675683706841462
baseline,ColorCounting,1,frontopolar,19.5,0.2456611388870337
baseline,ColorCounting,1,frontopolar,20.0,0.2607183016349561
baseline,ColorCounting,1,frontopolar,20.5,0.3143945165433021
baseline,ColorCounting,1,frontopolar,21.0,0.3331770144756743
baseline,ColorCounting,1,frontopolar,21.5,0.3654713042381424
baseline,ColorCounting,1,frontopolar,22.0,0.2323365178259158
baseline,ColorCounting,1,frontopolar,22.5,0.2022976245403966
baseline,ColorCounting,1,frontopolar,23.0,0.2185047643638693
baseline,ColorCounting,1,frontopolar,23.5,0.2575165768626449
baseline,ColorCounting,1,frontopolar,24.0,0.1759885378910713
baseline,ColorCounting,1,frontopolar,24.5,0.126263870690988
baseline,ColorCounting,1,frontopolar,25.0,0.1434753304885386
baseline,ColorCounting,1,frontopolar,25.5,0.1877695164263762
baseline,ColorCounting,1,frontopolar,26.0,0.2149978184942731
baseline,ColorCounting,1,frontopolar,26.5,0.1649263077507687
baseline,ColorCounting,1,frontopolar,27.0,0.2542773985732506
baseline,ColorCounting,1,frontopolar,27.5,0.1596055579313096
baseline,ColorCounting,1,frontopolar,28.0,0.0993706838192869
baseline,ColorCounting,1,frontopolar,28.5,0.1721384385133275
baseline,ColorCounting,1,frontopolar,29.0,0.1417034523669361
baseline,ColorCounting,1,frontopolar,29.5,0.1267859086998944
baseline,ColorCounting,1,frontopolar,30.0,0.0949050423900299
baseline,ColorCounting,1,frontopolar,30.5,0.1214016380787933
baseline,ColorCounting,1,frontopolar,31.0,0.074578631754254
baseline,ColorCounting,1,frontopolar,31.5,0.0747130955472413
baseline,ColorCounting,1,frontopolar,32.0,0.0919019021879391
baseline,ColorCounting,1,frontopolar,32.5,0.1158738083238392
baseline,ColorCounting,1,frontopolar,33.0,0.0986906912193837
baseline,ColorCounting,1,frontopolar,33.5,0.0936797562119404
baseline,ColorCounting,1,frontopolar,34.0,0.0946390269480597
baseline,ColorCounting,1,frontopolar,34.5,0.071223375474816
baseline,ColorCounting,1,frontopolar,35.0,0.0573250250519281
baseline,ColorCounting,1,frontopolar,35.5,0.0475559088964181
baseline,ColorCounting,1,frontopolar,36.0,0.0477087509861339
baseline,ColorCounting,1,frontopolar,36.5,0.0271182375189707
baseline,ColorCounting,1,frontopolar,37.0,0.0678933106056506
baseline,ColorCounting,1,frontopolar,37.5,0.0602388173777516
baseline,ColorCounting,1,frontopolar,38.0,0.0243449093180114
baseline,ColorCounting,1,frontopolar,38.5,0.024813594726896
baseline,ColorCounting,1,frontopolar,39.0,0.0269486446946858
baseline,ColorCounting,1,frontopolar,39.5,0.0198921604289355
baseline,ColorCounting,1,frontopolar,40.0,0.0125728116554977
baseline,ColorCounting,2,frontopolar,0.5,1.2922697155235765
baseline,ColorCounting,2,frontopolar,1.0,28.21521076443123
baseline,ColorCounting,2,frontopolar,1.5,67.49082989023758
baseline,ColorCounting,2,frontopolar,2.0,61.90007809430293
baseline,ColorCounting,2,frontopolar,2.5,45.78431015554899
baseline,ColorCounting,2,frontopolar,3.0,36.817299965228045
baseline,ColorCounting,2,frontopolar,3.5,23.8928823625626
baseline,ColorCounting,2,frontopolar,4.0,16.132373911115764
baseline,ColorCounting,2,frontopolar,4.5,4.975266727213576
baseline,ColorCounting,2,frontopolar,5.0,5.430445331571906
baseline,ColorCounting,2,frontopolar,5.5,3.616784806027741
baseline,ColorCounting,2,frontopolar,6.0,3.177884312702845
baseline,ColorCounting,2,frontopolar,6.5,1.7296111385468134
baseline,ColorCounting,2,frontopolar,7.0,3.4002433145100275
baseline,ColorCounting,2,frontopolar,7.5,1.4285674519188185
baseline,ColorCounting,2,frontopolar,8.0,1.794736645277041
baseline,ColorCounting,2,frontopolar,8.5,0.6867152945614062
baseline,ColorCounting,2,frontopolar,9.0,1.0610925415861336
baseline,ColorCounting,2,frontopolar,9.5,0.7113499761072859
baseline,ColorCounting,2,frontopolar,10.0,1.0427491186889772
baseline,ColorCounting,2,frontopolar,10.5,0.7169403046075058
baseline,ColorCounting,2,frontopolar,11.0,0.5147634944410577
baseline,ColorCounting,2,frontopolar,11.5,0.4377519720930762
baseline,ColorCounting,2,frontopolar,12.0,0.422391252905159
baseline,ColorCounting,2,frontopolar,12.5,0.2585745563587018
baseline,ColorCounting,2,frontopolar,13.0,0.256983981263036
baseline,ColorCounting,2,frontopolar,13.5,0.3073094335292491
baseline,ColorCounting,2,frontopolar,14.0,0.1909526701038285
baseline,ColorCounting,2,frontopolar,14.5,0.1991899714188857
baseline,ColorCounting,2,frontopolar,15.0,0.2492327091112965
baseline,ColorCounting,2,frontopolar,15.5,0.1543359193720743
baseline,ColorCounting,2,frontopolar,16.0,0.1567678847504664
baseline,ColorCounting,2,frontopolar,16.5,0.1808441150592173
baseline,ColorCounting,2,frontopolar,17.0,0.3223096621634725
baseline,ColorCounting,2,frontopolar,17.5,0.2930443883985414
baseline,ColorCounting,2,frontopolar,18.0,0.3600641577475739
baseline,ColorCounting,2,frontopolar,18.5,0.3270338974304966
baseline,ColorCounting,2,frontopolar,19.0,0.2675683706841462
baseline,ColorCounting,2,frontopolar,19.5,0.2456611388870337
baseline,ColorCounting,2,frontopolar,20.0,0.2607183016349561
baseline,ColorCounting,2,frontopolar,20.5,0.3143945165433021
baseline,ColorCounting,2,frontopolar,21.0,0.3331770144756743
baseline,ColorCounting,2,frontopolar,21.5,0.3654713042381424
baseline,ColorCounting,2,frontopolar,22.0,0.2323365178259158
baseline,ColorCounting,2,frontopolar,22.5,0.2022976245403966
baseline,ColorCounting,2,frontopolar,23.0,0.2185047643638693
baseline,ColorCounting,2,frontopolar,23.5,0.2575165768626449
baseline,ColorCounting,2,frontopolar,24.0,0.1759885378910713
baseline,ColorCounting,2,frontopolar,24.5,0.126263870690988
baseline,ColorCounting,2,frontopolar,25.0,0.1434753304885386
baseline,ColorCounting,2,frontopolar,25.5,0.1877695164263762
baseline,ColorCounting,2,frontopolar,26.0,0.2149978184942731
baseline,ColorCounting,2,frontopolar,26.5,0.1649263077507687
baseline,ColorCounting,2,frontopolar,27.0,0.2542773985732506
baseline,ColorCounting,2,frontopolar,27.5,0.1596055579313096
baseline,ColorCounting,2,frontopolar,28.0,0.0993706838192869
baseline,ColorCounting,2,frontopolar,28.5,0.1721384385133275
baseline,ColorCounting,2,frontopolar,29.0,0.1417034523669361
baseline,ColorCounting,2,frontopolar,29.5,0.1267859086998944
baseline,ColorCounting,2,frontopolar,30.0,0.0949050423900299
baseline,ColorCounting,2,frontopolar,30.5,0.1214016380787933
baseline,ColorCounting,2,frontopolar,31.0,0.074578631754254
baseline,ColorCounting,2,frontopolar,31.5,0.0747130955472413
baseline,ColorCounting,2,frontopolar,32.0,0.0919019021879391
baseline,ColorCounting,2,frontopolar,32.5,0.1158738083238392
baseline,ColorCounting,2,frontopolar,33.0,0.0986906912193837
baseline,ColorCounting,2,frontopolar,33.5,0.0936797562119404
baseline,ColorCounting,2,frontopolar,34.0,0.0946390269480597
baseline,ColorCounting,2,frontopolar,34.5,0.071223375474816
baseline,ColorCounting,2,frontopolar,35.0,0.0573250250519281
baseline,ColorCounting,2,frontopolar,35.5,0.0475559088964181
baseline,ColorCounting,2,frontopolar,36.0,0.0477087509861339
baseline,ColorCounting,2,frontopolar,36.5,0.0271182375189707
baseline,ColorCounting,2,frontopolar,37.0,0.0678933106056506
baseline,ColorCounting,2,frontopolar,37.5,0.0602388173777516
baseline,ColorCounting,2,frontopolar,38.0,0.0243449093180114
baseline,ColorCounting,2,frontopolar,38.5,0.024813594726896
baseline,ColorCounting,2,frontopolar,39.0,0.0269486446946858
baseline,ColorCounting,2,frontopolar,39.5,0.0198921604289355
baseline,ColorCounting,2,frontopolar,40.0,0.0125728116554977
baseline,ColorCounting,3,frontopolar,0.5,0.0273957639139687
baseline,ColorCounting,3,frontopolar,1.0,0.40371509448205
baseline,ColorCounting,3,frontopolar,1.5,0.5808449593381568
baseline,ColorCounting,3,frontopolar,2.0,0.6351565727448594
baseline,ColorCounting,3,frontopolar,2.5,0.4513494672859886
baseline,ColorCounting,3,frontopolar,3.0,0.3561233977581846
baseline,ColorCounting,3,frontopolar,3.5,0.080469034559719
baseline,ColorCounting,3,frontopolar,4.0,0.0972488882363717
baseline,ColorCounting,3,frontopolar,4.5,0.0739607196257057
baseline,ColorCounting,3,frontopolar,5.0,0.037505533680721
baseline,ColorCounting,3,frontopolar,5.5,0.0577650793160929
baseline,ColorCounting,3,frontopolar,6.0,0.0316469908852646
baseline,ColorCounting,3,frontopolar,6.5,0.0264553761138519
baseline,ColorCounting,3,frontopolar,7.0,0.0216323012502202
baseline,ColorCounting,3,frontopolar,7.5,0.0229249036280909
baseline,ColorCounting,3,frontopolar,8.0,0.0192822094571093
baseline,ColorCounting,3,frontopolar,8.5,0.0115408113158642
baseline,ColorCounting,3,frontopolar,9.0,0.0095237150127139
baseline,ColorCounting,3,frontopolar,9.5,0.00836545542852
baseline,ColorCounting,3,frontopolar,10.0,0.0074210929133524
baseline,ColorCounting,3,frontopolar,10.5,0.009081653964988
baseline,ColorCounting,3,frontopolar,11.0,0.0083681323168689
baseline,ColorCounting,3,frontopolar,11.5,0.0054878747901818
baseline,ColorCounting,3,frontopolar,12.0,0.0036509386341238
baseline,ColorCounting,3,frontopolar,12.5,0.0041006699444758
baseline,ColorCounting,3,frontopolar,13.0,0.005210105598234
baseline,ColorCounting,3,frontopolar,13.5,0.004096725423163
baseline,ColorCounting,3,frontopolar,14.0,0.0034014014258927
baseline,ColorCounting,3,frontopolar,14.5,0.0030535366180587
baseline,ColorCounting,3,frontopolar,15.0,0.0032892323442344
baseline,ColorCounting,3,frontopolar,15.5,0.0028139174083049
baseline,ColorCounting,3,frontopolar,16.0,0.0028587264206762
baseline,ColorCounting,3,frontopolar,16.5,0.0036234635872145
baseline,ColorCounting,3,frontopolar,17.0,0.0032121380078417
baseline,ColorCounting,3,frontopolar,17.5,0.0015628066468032
baseline,ColorCounting,3,frontopolar,18.0,0.0023370034890843
baseline,ColorCounting,3,frontopolar,18.5,0.0036220443545116
baseline,ColorCounting,3,frontopolar,19.0,0.0030103347483456
baseline,ColorCounting,3,frontopolar,19.5,0.0031207689166792
baseline,ColorCounting,3,frontopolar,20.0,0.0020374192002099
baseline,ColorCounting,3,frontopolar,20.5,0.0015088241973856
baseline,ColorCounting,3,frontopolar,21.0,0.0029993522867171
baseline,ColorCounting,3,frontopolar,21.5,0.0028649564752197
baseline,ColorCounting,3,frontopolar,22.0,0.002161407713549
baseline,ColorCounting,3,frontopolar,22.5,0.0026478357151556
baseline,ColorCounting,3,frontopolar,23.0,0.0026070121548333
baseline,ColorCounting,3,frontopolar,23.5,0.0015077563819587
baseline,ColorCounting,3,frontopolar,24.0,0.002120798813345
baseline,ColorCounting,3,frontopolar,24.5,0.0021575930532134
baseline,ColorCounting,3,frontopolar,25.0,0.001703644317906
baseline,ColorCounting,3,frontopolar,25.5,0.0015173288113616
baseline,ColorCounting,3,frontopolar,26.0,0.0009007787561554
baseline,ColorCounting,3,frontopolar,26.5,0.0006959319550104
baseline,ColorCounting,3,frontopolar,27.0,0.0007634000143064
baseline,ColorCounting,3,frontopolar,27.5,0.0018524671789717
baseline,ColorCounting,3,frontopolar,28.0,0.0011883188901418
baseline,ColorCounting,3,frontopolar,28.5,0.0017405514887156
baseline,ColorCounting,3,frontopolar,29.0,0.0013992784719775
baseline,ColorCounting,3,frontopolar,29.5,0.0010125425544937
baseline,ColorCounting,3,frontopolar,30.0,0.0007231409776849
baseline,ColorCounting,3,frontopolar,30.5,0.0010643177860331
baseline,ColorCounting,3,frontopolar,31.0,0.0013812682466825
baseline,ColorCounting,3,frontopolar,31.5,0.0007722168378868
baseline,ColorCounting,3,frontopolar,32.0,0.0006135078308646
baseline,ColorCounting,3,frontopolar,32.5,0.0008279895124382
baseline,ColorCounting,3,frontopolar,33.0,0.0005805514794206
baseline,ColorCounting,3,frontopolar,33.5,0.0004840220780242
baseline,ColorCounting,3,frontopolar,34.0,0.0003611312039316
baseline,ColorCounting,3,frontopolar,34.5,0.0005252721913152
baseline,ColorCounting,3,frontopolar,35.0,0.0003872644190943
baseline,ColorCounting,3,frontopolar,35.5,0.0003248596295125
baseline,ColorCounting,3,frontopolar,36.0,0.0002468420956565
baseline,ColorCounting,3,frontopolar,36.5,0.0001322976479106
baseline,ColorCounting,3,frontopolar,37.0,0.000167784111066
baseline,ColorCounting,3,frontopolar,37.5,0.0001356749714319
baseline,ColorCounting,3,frontopolar,38.0,0.0001927173116719
baseline,ColorCounting,3,frontopolar,38.5,0.0001680733614319
baseline,ColorCounting,3,frontopolar,39.0,9.919992138430284e-05
baseline,ColorCounting,3,frontopolar,39.5,6.781348913106872e-05
baseline,ColorCounting,3,frontopolar,40.0,6.382739884135035e-05
baseline,ColorCounting,4,frontopolar,0.5,0.1298092956047668
baseline,ColorCounting,4,frontopolar,1.0,1.448169499391169
baseline,ColorCounting,4,frontopolar,1.5,3.5451895560450435
baseline,ColorCounting,4,frontopolar,2.0,2.2321521949116763
baseline,ColorCounting,4,frontopolar,2.5,2.0587086165134787
baseline,ColorCounting,4,frontopolar,3.0,1.0018337444576555
baseline,ColorCounting,4,frontopolar,3.5,0.6293347801739175
baseline,ColorCounting,4,frontopolar,4.0,0.6950740574786898
baseline,ColorCounting,4,frontopolar,4.5,0.9925074438343624
baseline,ColorCounting,4,frontopolar,5.0,0.6202343420006057
baseline,ColorCounting,4,frontopolar,5.5,0.5298120573986649
baseline,ColorCounting,4,frontopolar,6.0,0.5702506527255327
baseline,ColorCounting,4,frontopolar,6.5,0.4531134164259204
baseline,ColorCounting,4,frontopolar,7.0,0.3481891759628689
baseline,ColorCounting,4,frontopolar,7.5,0.1512423163277258
baseline,ColorCounting,4,frontopolar,8.0,0.208350134414941
